object_distance,velocity,trajectory_angle,vehicle_speed,collision_risk
18.480913007985876,10.71549368149517,3.299337425472615,48.193175252115445,0
14.765790974681657,1.805795401088166,67.92715294703197,75.90253661435676,1
27.592108074754176,16.70604991178476,43.338351195756786,37.027184646054195,0
7.9052870237633694,6.415601299434717,35.462833379148236,77.283339467674,0
40.307652056947944,3.7303702079970846,36.447135117679665,73.37454493692447,1
4.652981540308771,0.8155028310952783,-25.291592780444063,23.70537943525075,0
49.35745989342535,11.817858863764837,-37.153468032391196,14.855291061261582,1
38.839993695536215,13.55128723684565,55.68500798613246,17.054460096419866,0
10.737068395174449,0.33175657855712304,55.820411042252545,11.27552779560848,1
1.2705837390565176,10.24186116598562,66.07301734441867,16.611007252914987,0
40.95760999428688,4.529915503958759,74.38329946016484,57.81047413914498,1
35.63600984853324,12.903455808188998,2.041631794968808,14.983205392216028,0
36.72135123400838,3.487328580099829,0.27293304369592875,32.32829412056329,1
38.79224698761134,13.81875476204932,53.69313221401953,69.14127176786181,0
4.628187934970428,7.734706926010748,26.993507539997722,11.629035501507811,0
18.564820698669358,18.73459977473469,36.35403790638661,67.0127937812255,1
6.677583916731356,2.750418882919865,53.2426804984982,29.729834234137996,0
43.29206786790408,6.82132702100517,70.20096152716192,18.271537933515937,0
31.541608214550337,2.2694704248117814,-29.160871766723552,58.77160157549054,0
17.214003217779812,18.493872365571256,-22.39506852481007,54.02599927459188,0
4.114359164015158,17.54678706761962,-73.08325082864357,71.4230409468937,0
16.23813376406745,5.158832554303112,14.090425379311313,61.454973066272004,0
16.933982779310604,13.19968092068358,-83.53039071658642,66.24366512693939,1
36.75070273856514,16.344444004024318,-6.192356736157166,29.742420079991454,0
32.240316096405444,11.104016231989247,7.676034247363788,22.4207680645806,0
44.47342438624,10.59301156712013,-38.422574616908804,62.54303261486008,1
24.138531332935514,4.837045818009034,16.349986902421932,66.47843174870849,1
6.860118050976784,1.8620553561179842,-84.5099550109711,79.33535994004713,0
35.948994573926754,17.944315159066534,-83.2773260251414,38.88323738379985,0
38.27846738222797,18.008361143266608,58.06810091873848,36.04126600549482,0
28.502582680905316,12.66202914546536,-25.16568454597268,64.34890725193978,0
38.77739181777349,6.780595820974014,-67.12910772266073,33.85624781771125,0
25.195984221855145,6.984191492253218,4.003786809864792,75.15301279224953,0
26.61390863971771,14.519113577404788,48.598839557749955,70.08889262901083,0
21.94950989956893,17.942205199051543,-51.15221505056823,40.02958191625129,0
2.245537210460664,17.741728485302346,22.120285647420047,62.56097474540481,1
6.286679922671918,15.597510917152476,-74.63745630112176,62.81800118592776,1
